load_zone	allow_overgeneration	overgeneration_penalty_per_mw	allow_unserved_energy	unserved_energy_penalty_per_mwh	max_unserved_load_penalty_per_mw	export_penalty_cost_per_mwh
zone1	1	0.0	1	1.0	1.0	0.001
